Date,UUP,FDN,IBB,IEZ,IGV,IHE,IHF,IHI,ITA,ITB,IYJ,IYT,IYW,IYZ,KBE,KCE,KIE,PBJ,PBS,SMH,VNQ
2021-06-18,24.60345078,237.2200012,157.996933,14.89036274,379.3121033,178.1160583,254.6836395,57.99590302,106.2490158,66.3718338,105.4740906,249.4198608,94.66418457,31.2347374,46.97143173,86.09965515,35.70810318,39.99423599,51.25896835,121.4267426,94.98325348
2021-06-21,24.48449707,237.4100037,159.4199219,15.73674297,380.7718811,179.8233337,259.8357849,58.68060303,108.8217773,67.23928833,107.4928284,254.125885,95.50735474,31.75928307,48.60873032,88.25427246,36.5641861,40.61156464,51.94649506,121.746376,96.94282532
2021-06-22,24.4448452,240.5399933,160.1264801,15.70721912,384.9412537,179.4953918,260.7484741,59.21976471,108.5566483,67.59416962,107.8162079,254.5750275,96.41998291,31.78791046,48.53310394,88.25427246,36.61233902,40.80569458,52.56536865,122.5430069,96.4389267
2021-06-23,24.48449707,241.6799927,159.7184906,15.63832855,384.9412537,178.144989,259.9535522,59.2793045,108.2424164,66.90413666,107.6202164,254.2137451,96.49933624,31.61623001,48.6465416,88.72371674,36.66048813,40.66980362,53.17457199,123.1626129,96.27098083
2021-06-24,24.46467209,243.5700073,160.9823303,15.89420891,388.3707275,179.8040466,261.1115723,59.27433777,109.3618546,67.06185913,108.609993,255.5513458,97.16396332,31.80697632,49.33663177,89.5572052,37.09383011,40.84452057,53.82245255,125.1738434,96.0632782
2021-06-25,24.47458458,243.6300049,162.3356934,15.75642681,388.5506897,180.9326019,263.5256958,59.52242279,109.9903107,67.13085938,108.9039841,255.2389221,97.03502655,31.98818779,49.97000122,90.61103821,37.62345886,41.14541245,54.06419373,124.6820984,96.71173096
2021-06-28,24.48449707,246.2700043,162.5745239,14.95925617,393.269989,180.4213715,263.3490906,59.90281296,107.9871063,67.62374115,108.5119934,253.061676,98.39402008,31.8451252,48.79779053,89.65301514,37.1130867,40.7474556,54.31560898,127.7063446,96.42979431
2021-06-29,24.54397392,246.6000061,162.803421,14.97893906,395.0697021,179.6400757,262.151825,60.15088272,106.5730591,68.1856308,108.3943939,253.0323944,98.95944214,31.74022102,48.45746994,90.0170517,37.17086411,40.55332565,53.94815826,128.817688,96.16665649
2021-06-30,24.61336327,244.8600006,162.8531494,15.07735443,389.9804993,179.1674347,261.4942627,59.71095657,107.5550308,68.23492432,108.8941879,253.8134308,98.6023407,31.68299103,48.51419449,90.09368896,37.1130867,40.7183342,54.48966217,128.9553528,95.65917969
2021-07-01,24.68275261,245.0399933,164.3060455,15.68753529,390.2104187,181.3569946,263.3294373,60.33942795,108.085289,69.44741058,109.452774,257.2111511,98.68170166,31.88327789,49.00576782,90.63978577,37.60420609,40.7183342,54.65405273,127.0523148,96.07266998
2021-07-02,24.58362389,246.75,163.9378357,15.55959511,395.3196716,182.3504944,264.7916565,60.64043045,107.9969254,69.05310059,109.7663574,256.4984436,99.97125244,31.98818779,48.50474548,90.70684052,37.38272095,40.56302643,54.61537933,127.7555008,96.36400604
2021-07-06,24.67283821,249.3200073,162.0670013,14.65416527,399.539032,181.0194244,263.3490906,60.96954727,107.1524429,68.0279007,108.9823761,253.7256165,100.4870834,31.88327789,47.20964813,90.17991638,36.90123367,40.19418716,53.95782852,127.7161789,97.06884003
2021-07-07,24.71249008,248.0800018,160.6439667,14.31954861,399.6289978,181.3376923,263.8986511,61.43759155,107.0542221,69.10240173,110.177948,255.0827026,100.7053223,31.8451252,47.00167084,90.371521,36.93012619,40.16506958,53.15523148,125.9458847,97.40715027
2021-07-08,24.61336327,246.1100006,160.9624023,14.28018475,395.989563,180.6335907,261.513916,61.11508942,107.0051346,66.84498596,108.6589813,246.7934723,99.74311066,31.67345428,46.16033936,88.43628693,35.94788742,39.99035263,52.35263062,124.259201,97.13460541
2021-07-09,24.55388641,248.3399963,162.3555908,14.73289871,398.499176,182.0514679,264.1341858,61.12996674,108.3406219,67.59416962,110.4425278,253.0226288,100.5763702,32.0931015,47.92809296,90.32362366,36.75677872,40.4368515,53.44532013,126.378624,98.73222351
2021-07-12,24.58362389,247.3800049,161.7485504,14.74273777,395.6396484,181.9743195,265.9006348,61.08366013,107.4666595,67.51530457,110.6091232,252.5051575,100.67556,31.94050598,48.19278717,91.30082703,37.007164,40.30096054,53.44532013,128.0357971,99.57801819
2021-07-13,24.73231697,245.8699951,160.1563568,14.4770155,395.429657,180.8264771,264.7131348,60.75288773,105.7776718,65.80992889,109.7173462,250.1130981,100.8243484,31.8451252,47.12456131,90.28531647,36.43899918,39.89328766,52.87479782,127.760437,98.18717194
2021-07-14,24.61336327,243.5200043,158.1163483,13.94556904,392.6000977,180.6335907,262.3088379,60.34769821,104.7073288,65.87892151,109.7663574,250.3864441,101.0822678,31.94050598,46.95440674,89.12607574,36.32344437,39.95152664,52.38163376,127.4801178,98.87317657
2021-07-15,24.68275261,240.8300018,158.4745789,13.45348835,387.8208008,179.2446136,262.7504272,60.07315445,104.1967087,65.88877869,109.7467575,250.4743347,100.0208511,31.83558464,47.41761398,88.97279358,36.54493332,40.15536118,51.90781403,123.9838257,99.03295135
2021-07-16,24.71249008,239.4799957,159.8976288,13.05982304,388.640686,179.263916,262.2695923,60.47835159,103.0477905,65.37619781,108.8941879,246.9594727,99.11815643,31.65438461,46.22650528,88.21595001,36.41011047,39.84475708,51.15356445,121.3874054,98.96715546
2021-07-19,24.75214005,238.6499939,160.9922791,12.52837563,386.8109741,178.144989,258.2361755,59.94580841,99.8760376,65.13960266,106.7774506,242.8392334,98.19562531,31.2538147,44.61944962,86.1370163,35.40861893,39.52444839,50.3993187,121.3628159,97.16281128
2021-07-20,24.78187943,241.9100037,163.2810822,12.86299038,394.1998596,181.2412567,263.7023926,60.81904602,103.9217453,66.77599335,109.2763672,247.8674469,99.69350433,31.57808113,45.87672806,88.41712952,36.17900085,40.01947021,51.211586,122.8478928,99.45585632
2021-07-21,24.72240448,243.8800049,164.0373383,13.44364643,397.2093811,182.2154694,264.9290161,60.7594986,105.6205521,67.85047913,110.4425278,250.8648376,100.7350845,31.79743958,46.83151245,90.08411407,36.67974472,39.94182587,52.04319,126.378624,99.44644928
2021-07-22,24.75214005,246.1300049,164.4652863,13.15823841,402.2686157,182.6591644,264.5561523,61.3648262,104.7662582,67.44630432,110.1289444,251.0698853,101.5881805,31.85466385,45.87672806,89.40391541,36.31381226,39.55356979,51.59837723,125.6164169,98.65705109
2021-07-23,24.76205444,251.3899994,165.9082184,12.98109055,407.5877991,184.0481262,266.1165161,62.18843842,105.0902939,69.25027466,111.0011139,251.6752167,103.0562897,32.07401657,46.13197708,89.87335205,36.43899918,39.98064041,52.51701736,126.5310593,99.47464752
2021-07-26,24.68275261,251.1600037,162.7735596,13.48301315,406.5179443,183.0449982,263.1724243,61.75182343,105.6009216,68.48136902,110.8835144,252.0755615,103.1257401,32.14078522,46.51955414,90.36195374,36.61233902,40.13594818,52.6814003,126.3884583,99.52163696
2021-07-27,24.64310265,247.5899963,161.4599762,13.2664957,401.0988159,183.61409,264.4481812,62.19836044,105.8365936,68.64894867,110.3641281,245.7194519,101.8460922,32.11217499,46.30212784,89.62427521,36.62196732,40.05830002,52.17856979,124.1559296,100.0854874
2021-07-28,24.5737133,249.9100037,165.9977875,13.40427971,404.2383118,186.5270386,262.7308044,62.4861412,106.8971176,68.22505951,110.3935394,244.5868683,102.2924805,32.05495071,46.93549728,90.17034149,36.47751999,39.99035263,52.72975159,126.373703,99.73776245
2021-07-29,24.48449707,247.2700043,164.992691,13.58142948,404.6982422,185.649292,263.8691406,62.77390289,107.240799,70.69934082,110.7267151,245.7878418,102.5702362,32.22662354,47.30417633,91.54990387,36.91085815,40.29124832,52.50735092,128.743927,99.75657654
2021-07-30,24.55388641,241.8999939,164.9727936,13.20744991,403.1184998,184.9258881,263.6238403,63.17083359,106.0231552,70.54161835,110.3641281,244.6748047,102.3619232,32.26477432,46.75588608,91.30082703,36.67974472,40.13594818,51.48234177,129.3979492,99.88814545
2021-08-02,24.52414894,241.2299957,165.0424652,13.04014111,403.2284546,186.1990967,265.625824,63.09144592,105.708931,70.65991974,109.6193466,243.6886444,102.4710388,32.17893982,46.45338821,91.5786438,36.61233902,39.92240906,51.40497589,130.3125916,99.67199707
